|  Outcome selected for analysis   |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1           |           1            |           1           |           1            |           1           |           1            |          1           |           1           |           1           |           1           |          1           |           1           |           1           |           1           |           1           |           1           |          1           |           1           |           1           |           1           |          1           |          1           |           1           |          1           |           1           |          1           |           1           |           1           |           1           |          1           |           1           |           1           |           1           |           1            |           1            |           1           |           1           |           1            |           1            |           1            |           1           |           1           |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1           |           1            |           1            |           1           |           1           |           1           |           1           |           1           |           1           |           1           |           1            |           1           |          1           |           1           |           1           |           1           |           1            |          1           |           1           |           1           |           1            |          1           |           1            |           1           |          1           |           1           |           1           |           1            |           1            |           1           |           1           |           1            |           1           |           1           |           1           |          1           |          1           |           1           |          1           |           1           |           1           |           1           |           1           |
|             Klosgen              |  0.08122802933136505   | -0.020513663465029145  |  0.21154715448311331   |  0.11538935699078905   |  0.020477654453285275  |  -0.03561581606564942  |  0.003965480733348201  |  -0.0347524023428458  | -0.030534201646781195  |  0.13462091648925392  |  0.030534201646781195  |  -0.02498252862009371 |  -0.01943085559340622  | 0.04359153486318699  |  0.07564413402729507  | -0.020513663465029145 |  0.011538935699078904 | 0.13617640211434728  | -0.020513663465029145 | -0.030534201646781195 |  0.02498252862009371  |  -0.01943085559340622 |  0.02498252862009371  | 0.13462091648925392  |  0.04163754770015617  |  0.030534201646781195 |  0.04163754770015617  | 0.13462091648925392  | 0.15385247598771876  | -0.030534201646781195 | 0.12179987682361067  | -0.030534201646781195 | -0.07705967476022328 | -0.030534201646781195 |  0.02498252862009371  |  0.02498252862009371  | 0.22436819414875653  |  0.02498252862009371  |  -0.02498252862009371 |  -0.06799383067078525 |  0.08122802933136505   |  0.10548178750706232   |  0.21096357501412466  |  0.06282309436165182  |  -0.01943085559340622  |  0.003021948029812668  |  0.003021948029812668  |  -0.03777435037265848 | -0.024573659359149524 |  0.003021948029812668  |  0.003021948029812668  |  0.003021948029812668  |  -0.03777435037265848  |  -0.07265255810531164  | -0.042307272417377494  |  -0.07265255810531164  |  0.003021948029812668  | -0.042307272417377494  |   0.1943085559340622   |  0.10548178750706232  |  0.003021948029812668  | -0.042307272417377494  |  0.06282309436165182  |  -0.03777435037265848 | -0.042307272417377494 | -0.033241428327939464 | -0.042307272417377494 | -0.018163139526327907 | -0.018163139526327907 |  -0.03418943910838194  |  0.14434349869387478  |  0.1332401526404998  | -0.033241428327939464 |   0.1332401526404998  | -0.028708506283220452 |  0.003021948029812668  |  0.1276884796138123  | -0.042307272417377494 |  0.21096357501412466  |  0.003021948029812668  |  0.1332401526404998  |  0.003021948029812668  | -0.042307272417377494 | 0.15544684474724976  |  -0.03418943910838194 |  0.012087792119250696 |  0.007554870074531682  |  0.003021948029812668  | -0.042307272417377494 | -0.042307272417377494 |  0.007554870074531682  | -0.042307272417377494 |  -0.03418943910838194 | -0.024175584238501437 | 0.14434349869387478  |  0.1332401526404998  |  0.016620714163969708 | 0.16655019080062475  |  -0.03777435037265848 | -0.033241428327939464 |  -0.03777435037265848 | -0.042307272417377494 |
|            Kulczynski            |   0.5092592592592593   |          0.45          |   0.6538461538461539   |   0.5714285714285714   |   0.4404761904761904   |  0.19047619047619047   |   0.2932330827067669   |  0.21014492753623187  |         0.4125         |          0.58         |   0.4267241379310345   |  0.41346153846153844  |   0.4144736842105263   |  0.4666666666666667  |  0.48000000000000004  |          0.45         |   0.4571428571428572  |  0.5925925925925926  |          0.45         |         0.4125        |         0.425         |   0.4144736842105263  |         0.425         |         0.58         |   0.4305555555555555  |   0.4267241379310345  |   0.4305555555555555  |         0.58         |  0.5909090909090909  |         0.4125        |  0.5740740740740741  |         0.4125        |        0.275         |         0.4125        |         0.425         |         0.425         |  0.6818181818181818  |         0.425         |  0.41346153846153844  |   0.2763157894736842  |   0.5092592592592593   |   0.5555555555555556   |         0.6875        |   0.4740740740740741  |   0.4144736842105263   |  0.36666666666666664   |  0.36666666666666664   |   0.358974358974359   |  0.18840579710144928  |  0.36666666666666664   |  0.36666666666666664   |  0.36666666666666664   |   0.358974358974359    |  0.17982456140350878   |  0.35833333333333334   |  0.17982456140350878   |  0.36666666666666664   |  0.35833333333333334   |   0.6363636363636364   |   0.5555555555555556  |  0.36666666666666664   |  0.35833333333333334   |   0.4740740740740741  |   0.358974358974359   |  0.35833333333333334  |  0.35964912280701755  |  0.35833333333333334  |  0.19047619047619047  |  0.19047619047619047  |   0.1858974358974359   |         0.575         |  0.5681818181818181  |  0.35964912280701755  |   0.5681818181818181  |  0.36036036036036034  |  0.36666666666666664   |  0.5652173913043478  |  0.35833333333333334  |         0.6875        |  0.36666666666666664   |  0.5681818181818181  |  0.36666666666666664   |  0.35833333333333334  |  0.5833333333333334  |   0.1858974358974359  |   0.369047619047619   |   0.367816091954023    |  0.36666666666666664   |  0.35833333333333334  |  0.35833333333333334  |   0.367816091954023    |  0.35833333333333334  |   0.1858974358974359  |   0.3611111111111111  |        0.575         |  0.5681818181818181  |  0.37037037037037035  |       0.59375        |   0.358974358974359   |  0.35964912280701755  |   0.358974358974359   |  0.35833333333333334  |
|     Goodman-Kruskal's Lambda     |   0.5365853658536586   |   0.8571428571428571   |  0.21428571428571425   |   0.5714285714285715   |   0.6097560975609756   |   0.4318181818181819   |  0.37209302325581406   |   0.4772727272727273  |   0.8604651162790697   |          0.5          |   0.6046511627906977   |   0.8372093023255814  |   0.813953488372093    |  0.6190476190476191  |          0.5          |   0.8571428571428571  |   0.7380952380952381  |  0.5365853658536586  |   0.8571428571428571  |   0.8604651162790697  |   0.627906976744186   |   0.813953488372093   |   0.627906976744186   |         0.5          |   0.558139534883721   |   0.6046511627906977  |   0.558139534883721   |         0.5          |  0.4285714285714286  |   0.8604651162790697  |  0.5476190476190477  |   0.8604651162790697  |  0.8636363636363636  |   0.8604651162790697  |   0.627906976744186   |   0.627906976744186   | 0.16666666666666666  |   0.627906976744186   |   0.8372093023255814  |   0.8181818181818182  |   0.5365853658536586   |   0.558139534883721    |   0.1162790697674419  |   0.5476190476190477  |   0.813953488372093    |   0.6363636363636364   |   0.6363636363636364   |   0.8409090909090909  |   0.4888888888888889  |   0.6363636363636364   |   0.6363636363636364   |   0.6363636363636364   |   0.8409090909090909   |   0.8222222222222222   |   0.8636363636363636   |   0.8222222222222222   |   0.6363636363636364   |   0.8636363636363636   |  0.18604651162790697   |   0.558139534883721   |   0.6363636363636364   |   0.8636363636363636   |   0.5476190476190477  |   0.8409090909090909  |   0.8636363636363636  |   0.8181818181818182  |   0.8636363636363636  |   0.4444444444444445  |   0.4444444444444445  |   0.5555555555555555   |   0.3953488372093023  | 0.44186046511627913  |   0.8181818181818182  |  0.44186046511627913  |   0.7954545454545455  |   0.6363636363636364   |  0.4651162790697675  |   0.8636363636363636  |   0.1162790697674419  |   0.6363636363636364   | 0.44186046511627913  |   0.6363636363636364   |   0.8636363636363636  |  0.3488372093023256  |   0.5555555555555555  |   0.5909090909090909  |   0.6136363636363636   |   0.6363636363636364   |   0.8636363636363636  |   0.8636363636363636  |   0.6136363636363636   |   0.8636363636363636  |   0.5555555555555555  |   0.7727272727272728  |  0.3953488372093023  | 0.44186046511627913  |   0.5681818181818182  |  0.3023255813953489  |   0.8409090909090909  |   0.8181818181818182  |   0.8409090909090909  |   0.8636363636363636  |
|       Least Contradiction        |  0.14814814814814814   |         0.075          |   0.3076923076923077   |  0.14285714285714285   |  0.09999999999999999   |  -0.14285714285714285  |  -0.05263157894736842  |  -0.08695652173913043 |          0.05          |          0.16         |  0.06896551724137931   |  0.05128205128205128  |  0.05263157894736842   | 0.09999999999999999  |  0.12000000000000001  |         0.075         |   0.0857142857142857  | 0.18518518518518517  |         0.075         |          0.05         |  0.06666666666666667  |  0.05263157894736842  |  0.06666666666666667  |         0.16         |  0.07407407407407407  |  0.06896551724137931  |  0.07407407407407407  |         0.16         |  0.1818181818181818  |          0.05         | 0.14814814814814814  |          0.05         |         0.0          |          0.05         |  0.06666666666666667  |  0.06666666666666667  |  0.3636363636363636  |  0.06666666666666667  |  0.05128205128205128  |          0.0          |  0.14814814814814814   |  0.11111111111111109   |         0.375         |  0.11111111111111109  |  0.05263157894736842   |  0.03333333333333333   |  0.03333333333333333   |  0.02564102564102564  | -0.043478260869565216 |  0.03333333333333333   |  0.03333333333333333   |  0.03333333333333333   |  0.02564102564102564   |  -0.02631578947368421  |         0.025          |  -0.02631578947368421  |  0.03333333333333333   |         0.025          |   0.2727272727272727   |  0.11111111111111109  |  0.03333333333333333   |         0.025          |  0.11111111111111109  |  0.02564102564102564  |         0.025         |  0.02631578947368421  |         0.025         |  -0.04761904761904762 |  -0.04761904761904762 | -0.038461538461538464  |          0.15         | 0.13636363636363635  |  0.02631578947368421  |  0.13636363636363635  |  0.027027027027027025 |  0.03333333333333333   | 0.13043478260869565  |         0.025         |         0.375         |  0.03333333333333333   | 0.13636363636363635  |  0.03333333333333333   |         0.025         | 0.16666666666666666  | -0.038461538461538464 |  0.03571428571428571  |  0.034482758620689655  |  0.03333333333333333   |         0.025         |         0.025         |  0.034482758620689655  |         0.025         | -0.038461538461538464 |  0.027777777777777776 |         0.15         | 0.13636363636363635  |  0.037037037037037035 |        0.1875        |  0.02564102564102564  |  0.02631578947368421  |  0.02564102564102564  |         0.025         |
|        Lerman Similarity         |   0.7877211197711713   |  -0.1668115312456597   |   2.6989407063614514   |   1.003100782635635    |  0.20348923188911996   |   -0.668844417024731   |  0.06392419505402477   |  -0.5773502691896258  |  -0.2564388222660862   |   1.238512431701136   |  0.30117212300636637   |  -0.21248647409244853 |  -0.16742770563222897  | 0.40931190049161537  |   0.7780689586070286  |  -0.1668115312456597  |  0.10031007826356349  |  1.2055293970758947  |  -0.1668115312456597  |  -0.2564388222660862  |  0.24227185592617445  |  -0.16742770563222897 |  0.24227185592617445  |  1.238512431701136   |   0.4256282653793741  |  0.30117212300636637  |   0.4256282653793741  |  1.238512431701136   |  1.5088670723086355  |  -0.2564388222660862  |  1.0782582722944147  |  -0.2564388222660862  | -0.7926290870042666  |  -0.2564388222660862  |  0.24227185592617445  |  0.24227185592617445  |  3.1118795713207095  |  0.24227185592617445  |  -0.21248647409244853 |  -0.7175473098524098  |   0.7877211197711713   |   0.9337990556476817   |   3.4309968129444224  |   0.6217993732286193  |  -0.16742770563222897  |  0.03108349360801044   |  0.03108349360801044   |  -0.34077534171230456 |  -0.4082482904638631  |  0.03108349360801044   |  0.03108349360801044   |  0.03108349360801044   |  -0.34077534171230456  |  -0.9390259003323828   |  -0.3768673314407159   |  -0.9390259003323828   |  0.03108349360801044   |  -0.3768673314407159   |   2.694966762281563    |   0.9337990556476817  |  0.03108349360801044   |  -0.3768673314407159   |   0.6217993732286193  |  -0.34077534171230456 |  -0.3768673314407159  |  -0.3038024971663591  |  -0.3768673314407159  |  -0.3157909871260333  |  -0.3157909871260333  |  -0.5342244506353423   |   1.4847046258724177  |  1.3067172155531301  |  -0.3038024971663591  |   1.3067172155531301  |  -0.26589685202823904 |  0.03108349360801044   |  1.2247448713915892  |  -0.3768673314407159  |   3.4309968129444224  |  0.03108349360801044   |  1.3067172155531301  |  0.03108349360801044   |  -0.3768673314407159  |  1.6854019432007687  |  -0.5342244506353423  |  0.12869789041755747  |  0.07903718467733492   |  0.03108349360801044   |  -0.3768673314407159  |  -0.3768673314407159  |  0.07903718467733492   |  -0.3768673314407159  |  -0.5342244506353423  |  -0.2270017415356664  |  1.4847046258724177  |  1.3067172155531301  |  0.18020683530042977  |  1.9153271942071841  |  -0.34077534171230456 |  -0.3038024971663591  |  -0.34077534171230456 |  -0.3768673314407159  |
|        Piatetsky-Shapiro         |  0.03213610586011341   | -0.007561436672967867  |  0.062381852551984876  |  0.034026465028355386  |  0.009451795841209823  |  -0.02599243856332703  | 0.0023629489603024523  | -0.021739130434782608 | -0.010396975425330815  |  0.03969754253308129  |  0.010396975425330808  | -0.008506616257088845 | -0.006616257088846875  | 0.01606805293005671  |   0.027882797731569   | -0.007561436672967867 |  0.004253308128544422 | 0.04489603024574669  | -0.007561436672967867 | -0.010396975425330815 |  0.008506616257088845 | -0.006616257088846875 |  0.008506616257088845 | 0.03969754253308129  |  0.014177693761814741 |  0.010396975425330808 |  0.014177693761814741 | 0.03969754253308129  | 0.04536862003780718  | -0.010396975425330815 | 0.03591682419659735  | -0.010396975425330815 | -0.03213610586011342 | -0.010396975425330815 |  0.008506616257088845 |  0.008506616257088845 |  0.0661625708884688  |  0.008506616257088845 | -0.008506616257088845 | -0.028355387523629483 |  0.03213610586011341   |  0.02693761814744801   |  0.05387523629489603  |  0.023156899810964082 | -0.006616257088846875  | 0.0009451795841209851  | 0.0009451795841209851  | -0.011814744801512289 | -0.010869565217391304 | 0.0009451795841209851  | 0.0009451795841209851  | 0.0009451795841209851  | -0.011814744801512289  |  -0.03213610586011342  | -0.013232514177693763  |  -0.03213610586011342  | 0.0009451795841209851  | -0.013232514177693763  |  0.04962192816635161   |  0.02693761814744801  | 0.0009451795841209851  | -0.013232514177693763  |  0.023156899810964082 | -0.011814744801512289 | -0.013232514177693763 | -0.010396975425330815 | -0.013232514177693763 | -0.008034026465028352 | -0.008034026465028352 | -0.015122873345935726  |  0.036862003780718335 | 0.034026465028355386 | -0.010396975425330815 |  0.034026465028355386 |  -0.00897920604914934 | 0.0009451795841209851  | 0.03260869565217391  | -0.013232514177693763 |  0.05387523629489603  | 0.0009451795841209851  | 0.034026465028355386 | 0.0009451795841209851  | -0.013232514177693763 | 0.03969754253308128  | -0.015122873345935726 | 0.0037807183364839264 |  0.002362948960302459  | 0.0009451795841209851  | -0.013232514177693763 | -0.013232514177693763 |  0.002362948960302459  | -0.013232514177693763 | -0.015122873345935726 | -0.007561436672967867 | 0.036862003780718335 | 0.034026465028355386 | 0.0051984877126654006 | 0.04253308128544424  | -0.011814744801512289 | -0.010396975425330815 | -0.011814744801512289 | -0.013232514177693763 |
|          Max Confidence          |   0.8333333333333334   |          0.8           |          1.0           |          1.0           |   0.7142857142857142   |   0.2857142857142857   |  0.42857142857142855   |   0.3333333333333333  |          0.75          |          1.0          |          0.75          |          0.75         |          0.75          |         0.8          |          0.8          |          0.8          |          0.8          |         1.0          |          0.8          |          0.75         |          0.75         |          0.75         |          0.75         |         1.0          |          0.75         |          0.75         |          0.75         |         1.0          |         1.0          |          0.75         |         1.0          |          0.75         |         0.5          |          0.75         |          0.75         |          0.75         |         1.0          |          0.75         |          0.75         |          0.5          |   0.8333333333333334   |          1.0           |          1.0          |          0.8          |          0.75          |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666  |   0.3333333333333333  |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666   |   0.3333333333333333   |   0.6666666666666666   |   0.3333333333333333   |   0.6666666666666666   |   0.6666666666666666   |          1.0           |          1.0          |   0.6666666666666666   |   0.6666666666666666   |          0.8          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333   |          1.0          |         1.0          |   0.6666666666666666  |          1.0          |   0.6666666666666666  |   0.6666666666666666   |         1.0          |   0.6666666666666666  |          1.0          |   0.6666666666666666   |         1.0          |   0.6666666666666666   |   0.6666666666666666  |         1.0          |   0.3333333333333333  |   0.6666666666666666  |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666   |   0.6666666666666666  |   0.3333333333333333  |   0.6666666666666666  |         1.0          |         1.0          |   0.6666666666666666  |         1.0          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |
|            Odds Ratio            |   4.090909090909091    |   0.5555555555555556   |          inf           |          inf           |   1.4000000000000004   |   0.4210526315789474   |        1.078125        |   0.4523809523809524  |   0.4054054054054054   |          inf          |   1.846153846153846    |          0.5          |          0.6           |  2.307692307692308   |   3.8095238095238098  |   0.5555555555555556  |   1.2903225806451613  |         inf          |   0.5555555555555556  |   0.4054054054054054  |   1.6666666666666665  |          0.6          |   1.6666666666666665  |         inf          |   2.2500000000000004  |   1.846153846153846   |   2.2500000000000004  |         inf          |         inf          |   0.4054054054054054  |         inf          |   0.4054054054054054  | 0.10526315789473685  |   0.4054054054054054  |   1.6666666666666665  |   1.6666666666666665  |         inf          |   1.6666666666666665  |          0.5          |  0.16666666666666666  |   4.090909090909091    |          inf           |          inf          |   3.130434782608696   |          0.6           |   1.0714285714285714   |   1.0714285714285714   |   0.3243243243243243  |  0.47727272727272724  |   1.0714285714285714   |   1.0714285714285714   |   1.0714285714285714   |   0.3243243243243243   |  0.08108108108108107   |  0.26315789473684215   |  0.08108108108108107   |   1.0714285714285714   |  0.26315789473684215   |          inf           |          inf          |   1.0714285714285714   |  0.26315789473684215   |   3.130434782608696   |   0.3243243243243243  |  0.26315789473684215  |   0.3888888888888889  |  0.26315789473684215  |         0.575         |         0.575         |  0.36000000000000004   |          inf          |         inf          |   0.3888888888888889  |          inf          |   0.4571428571428571  |   1.0714285714285714   |         inf          |  0.26315789473684215  |          inf          |   1.0714285714285714   |         inf          |   1.0714285714285714   |  0.26315789473684215  |         inf          |  0.36000000000000004  |   1.3076923076923075  |   1.1851851851851851   |   1.0714285714285714   |  0.26315789473684215  |  0.26315789473684215  |   1.1851851851851851   |  0.26315789473684215  |  0.36000000000000004  |   0.5294117647058825  |         inf          |         inf          |   1.4400000000000002  |         inf          |   0.3243243243243243  |   0.3888888888888889  |   0.3243243243243243  |  0.26315789473684215  |
|   Phi Correlation Coefficient    |   0.193795910949418    |  0.07213357077339458   |  0.49168917189444167   |  0.24743582965269673   |  0.055249462010983005  |  0.14527862282089335   |  0.013360724173441182  |  0.12909944487358055  |  0.10956262252231942   |   0.282842712474619   |  0.07644420708636888   |  0.08404977220207886  |   0.061949328472919    | 0.10838804122076753  |  0.17984378303129026  |  0.07213357077339458  |   0.0320357734788524  |  0.2929462832020831  |  0.07213357077339458  |  0.10956262252231942  |  0.06338656910463875  |   0.061949328472919   |  0.06338656910463875  |  0.282842712474619   |  0.10218988991416093  |  0.07644420708636888  |  0.10218988991416093  |  0.282842712474619   |  0.3223291856101521  |  0.10956262252231942  |  0.2588810544492077  |  0.10956262252231942  | 0.33864810597807815  |  0.10956262252231942  |  0.06338656910463875  |  0.06338656910463875  |  0.5504818825631803  |  0.06338656910463875  |  0.08404977220207886  |  0.26549712202679576  |   0.193795910949418    |  0.22157528570475118   |   0.5756694788133285  |   0.1510986092305481  |   0.061949328472919    |  0.008037380369506863  |  0.008037380369506863  |  0.13321828241786707  |  0.08804509063256237  |  0.008037380369506863  |  0.008037380369506863  |  0.008037380369506863  |  0.13321828241786707   |  0.34338179437988015   |   0.1591320125431105   |  0.34338179437988015   |  0.008037380369506863  |   0.1591320125431105   |   0.4711552981879444   |  0.22157528570475118  |  0.008037380369506863  |   0.1591320125431105   |   0.1510986092305481  |  0.13321828241786707  |   0.1591320125431105  |  0.11109410994643183  |   0.1591320125431105  |  0.06532424733981332  |  0.06532424733981332  |  0.12355304447984485   |   0.3011605459196218  |  0.2758802939230217  |  0.11109410994643183  |   0.2758802939230217  |   0.0916719836689438  |  0.008037380369506863  | 0.26413527189768715  |   0.1591320125431105  |   0.5756694788133285  |  0.008037380369506863  |  0.2758802939230217  |  0.008037380369506863  |   0.1591320125431105  |  0.3294345637345082  |  0.12355304447984485  |  0.03137472035566747  |  0.019826757260667575  |  0.008037380369506863  |   0.1591320125431105  |   0.1591320125431105  |  0.019826757260667575  |   0.1591320125431105  |  0.12355304447984485  |  0.07424613951862727  |  0.3011605459196218  |  0.2758802939230217  |  0.042760142855302864 |  0.3616821166278091  |  0.13321828241786707  |  0.11109410994643183  |  0.13321828241786707  |   0.1591320125431105  |
|          Ralambondrainy          |  0.021739130434782608  |  0.021739130434782608  |          0.0           |          0.0           |  0.043478260869565216  |  0.10869565217391304   |  0.08695652173913043   |  0.08695652173913043  |  0.021739130434782608  |          0.0          |  0.021739130434782608  |  0.021739130434782608 |  0.021739130434782608  | 0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |         0.0          |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |         0.0          |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |         0.0          |         0.0          |  0.021739130434782608 |         0.0          |  0.021739130434782608 | 0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |         0.0          |  0.021739130434782608 |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608  |          0.0           |          0.0          |  0.021739130434782608 |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608  |  0.043478260869565216  |  0.021739130434782608  |  0.043478260869565216  |  0.021739130434782608  |  0.021739130434782608  |          0.0           |          0.0          |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216  |          0.0          |         0.0          |  0.021739130434782608 |          0.0          |  0.021739130434782608 |  0.021739130434782608  |         0.0          |  0.021739130434782608 |          0.0          |  0.021739130434782608  |         0.0          |  0.021739130434782608  |  0.021739130434782608 |         0.0          |  0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608  |  0.021739130434782608  |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608  |  0.021739130434782608 |  0.043478260869565216 |  0.021739130434782608 |         0.0          |         0.0          |  0.021739130434782608 |         0.0          |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608 |
| Relative Linkage Disequilibrium  |   0.9996804090763822   |   0.9945945945945946   |          1.0           |          1.0           |   0.9978308026030368   |   0.9992101105845183   |   0.9829059829059829   |   0.9990557129367328  |   0.9970443349753695   |          1.0          |   0.9990128331688056   |   0.996389891696751   |   0.9953632148377125   |  0.9993610223642173  |   0.9996316758747699  |   0.9945945945945946  |   0.9975903614457831  |         1.0          |   0.9945945945945946  |   0.9970443349753695  |   0.9987937273823885  |   0.9953632148377125  |   0.9987937273823885  |         1.0          |   0.999275887038378   |   0.9990128331688056  |   0.999275887038378   |         1.0          |         1.0          |   0.9970443349753695  |         1.0          |   0.9970443349753695  |  0.9993610223642173  |   0.9970443349753695  |   0.9987937273823885  |   0.9987937273823885  |         1.0          |   0.9987937273823885  |   0.996389891696751   |   0.999275887038378   |   0.9996804090763822   |          1.0           |          1.0          |   0.9995565410199557  |   0.9953632148377125   |   0.9892473118279569   |   0.9892473118279569   |   0.9982638888888888  |   0.9990557129367328  |   0.9892473118279569   |   0.9892473118279569   |   0.9892473118279569   |   0.9982638888888888   |   0.9996804090763822   |   0.9984496124031007   |   0.9996804090763822   |   0.9892473118279569   |   0.9984496124031007   |          1.0           |          1.0          |   0.9892473118279569   |   0.9984496124031007   |   0.9995565410199557  |   0.9982638888888888  |   0.9984496124031007  |   0.9980276134122288  |   0.9984496124031007  |   0.9987228607918264  |   0.9987228607918264  |   0.9993211133740666   |          1.0          |         1.0          |   0.9980276134122288  |          1.0          |   0.9977168949771689  |   0.9892473118279569   |         1.0          |   0.9984496124031007  |          1.0          |   0.9892473118279569   |         1.0          |   0.9892473118279569   |   0.9984496124031007  |         1.0          |   0.9993211133740666  |   0.997289972899729   |   0.9956709956709957   |   0.9892473118279569   |   0.9984496124031007  |   0.9984496124031007  |   0.9956709956709957   |   0.9984496124031007  |   0.9993211133740666  |   0.997289972899729   |         1.0          |         1.0          |   0.9980276134122288  |         1.0          |   0.9982638888888888  |   0.9980276134122288  |   0.9982638888888888  |   0.9984496124031007  |
|          Relative Risk           |   1.5151515151515151   |   0.9111111111111111   |   4.666666666666667    |          1.75          |   1.1142857142857143   |   0.5864661654135338   |   1.0446428571428572   |   0.6349206349206349  |   0.8513513513513514   |   2.0000000000000004  |   1.2115384615384617   |         0.875         |   0.8999999999999999   |  1.2615384615384615  |   1.561904761904762   |   0.9111111111111111  |   1.0580645161290323  |  1.8636363636363635  |   0.9111111111111111  |   0.8513513513513514  |   1.1666666666666665  |   0.8999999999999999  |   1.1666666666666665  |  2.0000000000000004  |         1.3125        |   1.2115384615384617  |         1.3125        |  2.0000000000000004  |  2.3333333333333335  |   0.8513513513513514  |  1.8260869565217392  |   0.8513513513513514  |  0.5526315789473685  |   0.8513513513513514  |   1.1666666666666665  |   1.1666666666666665  |         6.0          |   1.1666666666666665  |         0.875         |   0.5833333333333334  |   1.5151515151515151   |   1.7916666666666667   |   8.600000000000001   |   1.4260869565217391  |   0.8999999999999999   |   1.0238095238095237   |   1.0238095238095237   |   0.7747747747747747  |   0.6515151515151515  |   1.0238095238095237   |   1.0238095238095237   |   1.0238095238095237   |   0.7747747747747747   |  0.38738738738738737   |   0.7543859649122806   |  0.38738738738738737   |   1.0238095238095237   |   0.7543859649122806   |         5.375          |   1.7916666666666667  |   1.0238095238095237   |   0.7543859649122806   |   1.4260869565217391  |   0.7747747747747747  |   0.7543859649122806  |   0.7962962962962962  |   0.7543859649122806  |   0.7166666666666667  |   0.7166666666666667  |   0.5733333333333334   |   2.5294117647058827  |  2.263157894736842   |   0.7962962962962962  |   2.263157894736842   |   0.819047619047619   |   1.0238095238095237   |  2.1500000000000004  |   0.7543859649122806  |   8.600000000000001   |   1.0238095238095237   |  2.263157894736842   |   1.0238095238095237   |   0.7543859649122806  |  2.8666666666666667  |   0.5733333333333334  |   1.1025641025641026  |   1.0617283950617282   |   1.0238095238095237   |   0.7543859649122806  |   0.7543859649122806  |   1.0617283950617282   |   0.7543859649122806  |   0.5733333333333334  |   0.8431372549019608  |  2.5294117647058827  |  2.263157894736842   |   1.1466666666666667  |  3.307692307692308   |   0.7747747747747747  |   0.7962962962962962  |   0.7747747747747747  |   0.7543859649122806  |
